"","B.cell","Dendritic","Endothelial","Fibroblast","Macrophage","Mast","myocyte","other","T.cell","tumor"
"TCGA-CN-6013-01A",0.00117925622785083,0,0.0145394430086116,0.00383071457088487,0.16192226921719,0.000112172391895695,0.00572532608163902,0,0,0.812690818501928
"TCGA-CV-6939-01A",0.00693568158789298,0.000491300816946133,0.0496100482494629,0.138016291677398,0.184208664356873,0.00072417579310031,9.80347696648669e-05,0.132160575573558,0,0.487755227175103
"TCGA-CR-6477-01A",0.00172917163104364,0,0.0132720671706479,0.0648190905697051,0.0333394745370455,0.000364806646470078,0.000996921567435912,0,0,0.885478467877652
"TCGA-WA-A7H4-01A",0.00246737458576374,0,0.0258804206025084,0.112974656707332,0.0171153450810805,0.000221382859928717,0.0729728449188845,0.113623962029467,0,0.654744013215035
"TCGA-CN-5358-01A",0.0151804817852031,0,0.0411805504500155,0.174619464853155,0.175287638099806,0.00139242995931076,0.0348697551124048,0,0,0.557469679740105
"TCGA-CR-7397-01A",0,0,0.0171542602362269,0.243446439381004,0.0603743855139901,0.000601657293152414,0.00901481851961993,0,0,0.669408439056006
"TCGA-F7-A61W-01A",0,0,0.0107312900074407,0.011253372199664,0,5.30024179133265e-05,0.00783096381827739,0,0.000415376261794119,0.96971599529491
"TCGA-BA-5558-01A",0.000305528722300391,0,0.0174484953214565,0.0140681846738106,0.00933808744902921,0.00109090165342398,0,0,0,0.957748802179979
"TCGA-CV-5976-01A",0,0,0.0117333518678449,0.0262637850982083,0.00662822664886235,6.70748640604073e-05,0.0242820327140145,0,0,0.93102552880701
"TCGA-CV-6954-01A",0,0,0.0165862737929816,0.0358705766139809,0.0782187922285287,1.2324436696657e-07,0.000238106099138346,0,0,0.869086128021003
"TCGA-CR-7395-01A",0.00332394987099103,0.00219474379129436,0.0192638763101773,0.0204772732198358,0.0936935219585931,0.000364389970155066,0.000235991246595705,0,0,0.860446253632358
"TCGA-CV-7411-01A",0.00048892361882576,0.000272407315865072,0.00725879912044328,0.00964257545839615,0,0.000145555708409045,0,0,0.00191200444219733,0.980279734335863
"TCGA-D6-A6EQ-01A",0.00051605964122078,0,0.0151674149901728,0.0175872827978045,0.00806292216301606,0.000308637149759454,0,0,0,0.958357683258026
"TCGA-CV-7095-01A",0.00012581196527991,0.000399694440389228,0.00610713055480672,0.00535108969775211,0.00428529485517582,4.56421564068101e-07,0.0048866764111319,0,0.00183824082376624,0.977005604830134
"TCGA-CV-A463-01A",0.000946493285481491,0,0.00870086122684081,0.00342109594088872,0,6.95599227134571e-05,1.37864160606217e-05,0,0.00136684051383349,0.985481362694181
"TCGA-CN-4722-01A",0.00246159492217652,0,0.022613263852388,0.0561430986737445,0.00132458222432001,0.000207691961082861,0,0,0,0.917249768366288
"TCGA-QK-A8Z7-01A",0.00532864977448882,0.00179323314264996,0.028390411450965,0.0479036193791393,0.00315584664518887,0.000378519350385471,0.00103531713785872,0.019793598203878,0.0102287320128712,0.881992072902575
"TCGA-CV-6961-01A",0,0,0.0141860788163766,0.0526633824888426,0.061108468966484,1.36554325533051e-05,0.120922443835482,0,0,0.751105970460261
"TCGA-CN-5365-01A",0,0,0.00542893476770232,0.0016894542291913,0.00740744036420386,1.80180477973758e-05,0,0,0,0.985456152591105
"TCGA-CR-5248-01A",0.0268616092945144,0,0.0203077791648282,0.0104095511800712,0.256181077252596,0.000152427303950227,2.24389320017124e-05,0.00994572687350449,0,0.676119389998534
"TCGA-CV-6962-01A",0,0,0.0182790717611629,0.030695034930716,0.00203970279188775,0.000117311522771972,0.00170994941670386,0,0.00111989462480881,0.946039034951949
"TCGA-D6-6517-01A",0.00151597036386284,0,0.0135063048635047,0.0114986214336163,0.0213916077453088,9.29465618271196e-05,0,0,0,0.95199454903188
